ID,Intelligence,Blood Status,Loyalty,Gender,What are you curious about?,Affinity to Dark Arts,Magic Transportation Model,Height,Preferred Goblet Potion,"If you were a principal, how would you choose your students?",Species,Preferred Element,Kindness,House
1231,31.0,Pure Blood,42.0,F,Evil,65.7,Portkey,170.97,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,70.49,Slytherine
1232,26.0,Muggle Born,42.0,M,World after we die,43.09,Portkey,171.15,The Golden Potion,"By a difficult exam",Centaurs,,45.59,Hufflepuff
1233,29.0,Pure Blood,43.0,F,Magical Creatures,46.27,Portkey,203.77,Silvery Potion,"By a difficult exam",Centaurs,,57.15,Gryffindor
1234,28.0,Muggle Born,34.0,M,Magical Creatures,37.41,Apparition,137.95,Potion that smells of plums and chocolates,"I choose without preferences",Giants,,47.64,Ravenclaw
1235,29.0,Muggle Born,37.0,M,World after we die,49.42,Portkey,113.31,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,71.84,Ravenclaw
1236,29.0,Muggle Born,37.0,F,Plants,53.69,Portkey,176.54,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,56.7,Ravenclaw
1237,28.0,Pure Blood,34.0,M,Magical Creatures,39.22,Portkey,132.98,The Golden Potion,"By a psychological test",Werewolves,,85.36,Gryffindor
1238,30.0,Muggle Born,39.0,M,Evil,38.29,Apparition,90.77,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,69.68,Ravenclaw
1239,35.0,Muggle Born,35.0,M,Plants,47.2,Flying,119.09,Silvery Potion,"By a difficult exam",Humans,,55.3,Ravenclaw
1240,29.0,Muggle Born,38.0,M,Plants,44.84,Floo Network,138.84,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,59.33,Gryffindor
1241,28.0,Pure Blood,38.0,M,World after we die,51.62,Floo Network,133.29,Potion that makes you see strange visions,"I choose without preferences",Giants,,55.16,Hufflepuff
1242,31.0,Pure Blood,37.0,F,Magical Creatures,43.28,Apparition,174.2,Potion that makes you see strange visions,"By a difficult exam",Centaurs,,32.39,Slytherine
1243,28.0,Pure Blood,40.0,M,Plants,61.44,Portkey,153.31,Silvery Potion,"I choose students with high scores",Centaurs,,29.83,Hufflepuff
1244,23.0,Pure Blood,41.0,M,Magical Creatures,45.91,Portkey,145.5,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,54.49,Ravenclaw
1245,24.0,Pure Blood,41.0,M,World after we die,56.64,Apparition,136.52,The Golden Potion,"By a difficult exam",Werewolves,,45.61,Slytherine
1246,29.0,Pure Blood,41.0,M,Evil,56.63,Portkey,152.14,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,27.31,Gryffindor
1247,32.0,Muggle Born,39.0,F,World after we die,50.15,Portkey,194.77,,"By a difficult exam",Werewolves,,54.84,Gryffindor
1248,31.0,Pure Blood,40.0,M,World after we die,62.06,Portkey,137.59,The Golden Potion,"I choose without preferences",Giants,,30.98,Slytherine
1249,30.0,Muggle Born,37.0,M,Plants,56.02,Floo Network,144.0,Silvery Potion,"By a difficult exam",Centaurs,,25.72,Slytherine
1250,29.0,Pure Blood,39.0,M,Magical Creatures,62.55,Apparition,138.87,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,51.25,Ravenclaw
1251,28.0,Pure Blood,41.0,M,World after we die,62.34,Portkey,215.57,Silvery Potion,"By a difficult exam",Giants,,69.25,Ravenclaw
1252,24.0,Muggle Born,41.0,F,World after we die,35.88,Portkey,221.33,The Golden Potion,"By a difficult exam",Giants,,70.94,Ravenclaw
1253,26.0,Pure Blood,39.0,F,Magical Creatures,46.02,Portkey,88.94,Potion that makes you see strange visions,"I choose students with high scores",Humans,,51.11,Slytherine
1254,29.0,Muggle Born,38.0,M,,64.5,Apparition,169.48,The Golden Potion,"I choose students with high scores",Giants,,59.01,Ravenclaw
1255,31.0,Pure Blood,39.0,M,Magical Creatures,47.39,Flying,102.28,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,40.25,Gryffindor
1256,29.0,Pure Blood,40.0,M,World after we die,48.53,Portkey,216.42,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,101.21,Hufflepuff
1257,29.0,Pure Blood,36.0,M,Magical Creatures,61.4,Apparition,114.72,Silvery Potion,"By a difficult exam",Centaurs,,43.38,Ravenclaw
1258,29.0,Pure Blood,41.0,F,Magical Creatures,42.47,Apparition,207.86,Silvery Potion,"I choose without preferences",Werewolves,,68.97,Gryffindor
1259,30.0,Pure Blood,45.0,F,Magical Creatures,61.35,Portkey,220.26,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,65.04,Ravenclaw
1260,29.0,Pure Blood,38.0,F,Magical Creatures,57.05,Portkey,192.16,Silvery Potion,"By a psychological test",Humans,,44.54,Gryffindor
1261,31.0,Pure Blood,41.0,M,Plants,45.0,Floo Network,161.3,Silvery Potion,"I choose without preferences",Werewolves,,76.49,Ravenclaw
1262,30.0,Pure Blood,38.0,F,Magical Creatures,38.14,Flying,144.74,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,82.06,Hufflepuff
1263,32.0,Muggle Born,37.0,M,World after we die,45.63,Apparition,82.52,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,49.03,Ravenclaw
1264,33.0,Pure Blood,41.0,M,Plants,61.82,Flying,171.91,Potion that makes you see strange visions,,Centaurs,,26.44,Hufflepuff
1265,24.0,Muggle Born,40.0,M,Magical Creatures,42.37,Apparition,233.2,The Golden Potion,"By a difficult exam",Giants,,69.73,Gryffindor
1266,23.0,Muggle Born,43.0,M,Magical Creatures,32.6,Floo Network,202.37,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,44.77,Ravenclaw
1267,29.0,Muggle Born,41.0,F,Magical Creatures,53.79,Flying,97.95,The Golden Potion,"By a psychological test",Giants,,54.55,Ravenclaw
1268,28.0,Pure Blood,38.0,F,Magical Creatures,58.8,Apparition,139.43,The Golden Potion,"By a psychological test",Centaurs,,63.94,Gryffindor
1269,31.0,Pure Blood,38.0,M,Magical Creatures,51.47,Floo Network,176.7,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,44.67,Slytherine
1270,27.0,Pure Blood,40.0,M,World after we die,40.12,Apparition,132.49,Silvery Potion,"I choose without preferences",Centaurs,,38.99,Hufflepuff
1271,33.0,Muggle Born,38.0,F,Magical Creatures,48.18,Portkey,155.47,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,66.11,Slytherine
1272,29.0,Muggle Born,43.0,F,World after we die,49.74,Apparition,208.79,Silvery Potion,"By a difficult exam",Giants,,48.42,Hufflepuff
1273,29.0,Muggle Born,41.0,M,Magical Creatures,42.6,Floo Network,205.71,The Golden Potion,"By a difficult exam",Centaurs,,58.95,Hufflepuff
1274,28.0,Muggle Born,40.0,M,Plants,50.17,Apparition,173.27,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,78.93,Slytherine
1275,36.0,Pure Blood,39.0,F,World after we die,52.31,Flying,164.38,Potion that smells of plums and chocolates,"By a difficult exam",,,67.43,Gryffindor
1276,30.0,Pure Blood,41.0,M,World after we die,43.53,Flying,188.48,Silvery Potion,"By a psychological test",Werewolves,,81.67,Hufflepuff
1277,29.0,Muggle Born,36.0,M,Magical Creatures,60.82,Portkey,70.57,Potion that makes you see strange visions,"By a difficult exam",Centaurs,,69.49,Slytherine
1278,32.0,Muggle Born,39.0,M,Plants,46.57,Apparition,172.69,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,35.34,Gryffindor
1279,29.0,Muggle Born,39.0,M,Magical Creatures,44.24,Portkey,214.15,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,51.53,Hufflepuff
1280,33.0,Muggle Born,37.0,M,Plants,37.91,Apparition,259.85,The Golden Potion,"By a difficult exam",Centaurs,,50.87,Gryffindor
1281,28.0,Pure Blood,38.0,F,Magical Creatures,46.27,Portkey,95.31,Silvery Potion,"By a difficult exam",Humans,,36.69,Gryffindor
1282,29.0,Muggle Born,44.0,M,World after we die,64.53,Apparition,118.63,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,41.58,Gryffindor
1283,34.0,Pure Blood,39.0,M,Plants,71.26,Apparition,135.62,The Golden Potion,"By a difficult exam",Werewolves,,79.92,Slytherine
1284,29.0,Muggle Born,40.0,M,Magical Creatures,32.86,Portkey,191.73,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,87.11,Hufflepuff
1285,34.0,Pure Blood,40.0,F,Magical Creatures,64.17,Apparition,142.33,Potion that makes you see strange visions,"By a psychological test",,,63.48,Slytherine
1286,27.0,Pure Blood,41.0,F,World after we die,46.6,Portkey,137.03,Silvery Potion,"I choose without preferences",Centaurs,,31.0,Hufflepuff
1287,31.0,Pure Blood,42.0,F,Magical Creatures,57.91,Apparition,199.49,Silvery Potion,"By a difficult exam",Centaurs,,52.61,Hufflepuff
1288,29.0,Muggle Born,41.0,M,World after we die,50.43,Floo Network,175.9,Potion that smells of plums and chocolates,"By a difficult exam",Giants,Water,18.16,Slytherine
1289,36.0,Pure Blood,40.0,M,World after we die,65.16,Portkey,210.88,The Golden Potion,"I choose without preferences",Werewolves,,48.93,Slytherine
1290,24.0,Pure Blood,38.0,M,World after we die,41.5,Flying,88.36,Silvery Potion,"By a difficult exam",Werewolves,,63.38,Gryffindor
1291,25.0,Pure Blood,43.0,M,Magical Creatures,49.1,Portkey,84.66,Silvery Potion,"By a difficult exam",Giants,,69.01,Hufflepuff
1292,36.0,Pure Blood,43.0,M,Magical Creatures,29.59,Floo Network,125.17,Potion that smells of plums and chocolates,"I choose students with high scores",Giants,,95.13,Slytherine
1293,34.0,Muggle Born,41.0,M,Magical Creatures,56.35,Apparition,172.73,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,56.97,Gryffindor
1294,27.0,Pure Blood,40.0,M,World after we die,69.56,Floo Network,178.34,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,-1.82,Hufflepuff
1295,31.0,Muggle Born,39.0,M,World after we die,44.93,Apparition,151.02,Silvery Potion,"I choose without preferences",Werewolves,,31.31,Ravenclaw
1296,30.0,Pure Blood,39.0,F,Magical Creatures,44.35,Apparition,203.15,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,58.62,Ravenclaw
1297,30.0,Pure Blood,38.0,M,World after we die,52.52,Portkey,203.2,Silvery Potion,"By a difficult exam",Giants,,22.96,Hufflepuff
1298,22.0,Muggle Born,41.0,M,Evil,53.95,Apparition,124.53,The Golden Potion,"I choose without preferences",Giants,,47.5,Slytherine
1299,29.0,Pure Blood,41.0,F,Magical Creatures,43.77,Portkey,179.12,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,2.6,Slytherine
1300,28.0,Muggle Born,38.0,M,Magical Creatures,38.52,Apparition,205.7,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,71.1,Slytherine
1301,27.0,Pure Blood,41.0,M,World after we die,63.32,Portkey,117.93,Silvery Potion,"I choose without preferences",Giants,,37.5,Gryffindor
1302,33.0,Pure Blood,35.0,M,Plants,60.7,Portkey,102.45,Silvery Potion,"I choose students with high scores",Giants,,37.32,Ravenclaw
1303,30.0,Muggle Born,41.0,F,Magical Creatures,59.84,Floo Network,139.96,Silvery Potion,"By a psychological test",Werewolves,,75.36,Ravenclaw
1304,32.0,Muggle Born,41.0,F,World after we die,55.45,,166.22,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,64.75,Slytherine
1305,32.0,Muggle Born,42.0,M,Plants,54.7,Apparition,134.3,Silvery Potion,"By a difficult exam",Centaurs,,10.49,Gryffindor
1306,29.0,Pure Blood,40.0,F,World after we die,39.35,Portkey,214.62,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,58.78,Gryffindor
1307,28.0,Pure Blood,38.0,M,Magical Creatures,47.94,Apparition,144.43,The Golden Potion,"By a difficult exam",Werewolves,,43.52,Hufflepuff
1308,26.0,Pure Blood,42.0,M,Magical Creatures,58.17,Portkey,148.41,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,30.38,Slytherine
1309,26.0,Pure Blood,40.0,M,Magical Creatures,56.63,Flying,156.22,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,17.51,Ravenclaw
1310,26.0,Muggle Born,36.0,F,Magical Creatures,46.35,Portkey,216.51,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,33.3,Slytherine
1311,26.0,Pure Blood,40.0,F,Plants,63.68,Floo Network,94.03,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,68.95,Slytherine
1312,27.0,Pure Blood,40.0,M,Magical Creatures,63.4,Floo Network,117.5,The Golden Potion,"By a difficult exam",Centaurs,,91.57,Hufflepuff
1313,28.0,Pure Blood,40.0,F,Magical Creatures,50.01,Floo Network,176.82,The Golden Potion,"By a difficult exam",Humans,,70.05,Hufflepuff
1314,31.0,Muggle Born,42.0,M,Evil,38.98,Portkey,147.29,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,52.46,Slytherine
1315,31.0,Pure Blood,34.0,M,World after we die,39.35,Apparition,187.21,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,80.34,Hufflepuff
1316,33.0,Muggle Born,41.0,F,Magical Creatures,53.71,Portkey,91.65,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,79.3,Slytherine
1317,29.0,Pure Blood,38.0,F,Plants,54.65,Apparition,120.88,Potion that makes you see strange visions,"I choose without preferences",Giants,,49.88,Slytherine
1318,29.0,Pure Blood,40.0,M,Magical Creatures,55.74,Apparition,168.9,Potion that makes you see strange visions,"By a psychological test",Centaurs,,53.65,Gryffindor
1319,26.0,Pure Blood,42.0,F,Plants,52.0,Apparition,203.26,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,39.34,Hufflepuff
1320,28.0,Pure Blood,37.0,M,Magical Creatures,47.54,Portkey,166.15,Potion that makes you see strange visions,"I choose students with high scores",Giants,,78.17,Ravenclaw
1321,30.0,Pure Blood,40.0,F,Plants,35.5,Floo Network,128.25,The Golden Potion,"By a difficult exam",Werewolves,,25.51,Ravenclaw
1322,31.0,Pure Blood,43.0,M,Magical Creatures,35.56,Floo Network,110.83,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,18.32,Slytherine
1323,29.0,Muggle Born,38.0,F,Magical Creatures,64.06,Portkey,115.73,Silvery Potion,"I choose students with high scores",Werewolves,,76.3,Hufflepuff
1324,36.0,Pure Blood,41.0,M,Plants,50.13,Floo Network,115.12,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,Water,64.45,Ravenclaw
1325,29.0,Pure Blood,43.0,M,Evil,49.75,Apparition,186.12,Potion that smells of plums and chocolates,"I choose without preferences",Humans,,56.85,Slytherine
1326,23.0,Pure Blood,43.0,M,Magical Creatures,36.09,Apparition,225.53,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,41.85,Ravenclaw
1327,31.0,Pure Blood,42.0,M,Evil,55.99,Floo Network,187.32,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,39.27,Slytherine
1328,28.0,Pure Blood,38.0,F,Magical Creatures,39.96,Portkey,167.39,Silvery Potion,"By a difficult exam",Centaurs,,19.44,Ravenclaw
1329,31.0,Pure Blood,36.0,M,Plants,59.69,Floo Network,178.81,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,61.27,Gryffindor
1330,31.0,Muggle Born,42.0,M,Plants,39.34,Portkey,128.62,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,67.17,Slytherine
1331,30.0,Muggle Born,45.0,M,Plants,63.27,Portkey,168.21,Silvery Potion,"By a psychological test",Centaurs,,66.92,Ravenclaw
1332,31.0,Muggle Born,41.0,F,World after we die,40.95,Flying,183.76,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,40.14,Ravenclaw
1333,23.0,Pure Blood,43.0,M,Magical Creatures,74.39,Portkey,222.37,The Golden Potion,"By a difficult exam",Giants,,91.21,Hufflepuff
1334,27.0,Muggle Born,38.0,M,World after we die,45.24,Floo Network,186.37,,"By a psychological test",Centaurs,,57.35,Ravenclaw
1335,28.0,Pure Blood,42.0,M,World after we die,54.05,Apparition,119.42,The Golden Potion,"By a psychological test",Humans,,42.96,Gryffindor
1336,27.0,Pure Blood,40.0,M,World after we die,49.99,Portkey,182.28,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,42.84,Slytherine
1337,31.0,Pure Blood,41.0,M,World after we die,51.42,Portkey,93.4,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,2.36,Hufflepuff
1338,28.0,Pure Blood,40.0,M,Magical Creatures,56.59,Floo Network,185.99,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,94.39,Hufflepuff
1339,30.0,Pure Blood,40.0,M,Magical Creatures,51.08,Floo Network,151.01,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,76.86,Ravenclaw
1340,30.0,Pure Blood,38.0,F,World after we die,54.89,Portkey,238.34,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,39.71,Slytherine
1341,33.0,Pure Blood,40.0,F,Magical Creatures,66.49,Portkey,114.67,Silvery Potion,"I choose students with high scores",Werewolves,,27.57,Hufflepuff
1342,27.0,Muggle Born,38.0,F,Magical Creatures,41.77,Floo Network,131.84,,"By a difficult exam",Giants,,27.68,Slytherine
1343,31.0,Muggle Born,38.0,M,World after we die,64.93,Flying,134.25,Silvery Potion,"By a difficult exam",Centaurs,,38.61,Gryffindor
1344,34.0,Muggle Born,38.0,M,Magical Creatures,56.06,Apparition,190.56,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,37.89,Slytherine
1345,27.0,Muggle Born,42.0,F,Magical Creatures,65.69,Portkey,137.74,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,31.44,Gryffindor
1346,30.0,Muggle Born,40.0,M,Plants,52.96,Floo Network,168.49,,"I choose without preferences",Werewolves,,46.78,Ravenclaw
1347,34.0,Muggle Born,42.0,M,Plants,52.14,Apparition,167.82,Silvery Potion,"By a difficult exam",Centaurs,,11.61,Slytherine
1348,26.0,Pure Blood,39.0,M,Plants,54.76,Apparition,204.84,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,47.98,Ravenclaw
1349,31.0,Muggle Born,39.0,F,World after we die,58.57,Portkey,152.6,Silvery Potion,,Werewolves,,54.28,Slytherine
1350,31.0,Pure Blood,40.0,F,World after we die,69.65,Floo Network,212.15,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,51.66,Ravenclaw
1351,28.0,Muggle Born,40.0,M,Magical Creatures,49.06,Floo Network,152.84,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,41.45,Ravenclaw
1352,31.0,Muggle Born,42.0,M,Evil,31.68,Portkey,133.53,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,18.24,Slytherine
1353,33.0,Pure Blood,37.0,M,World after we die,59.37,Floo Network,219.35,The Golden Potion,"By a difficult exam",Werewolves,Water,40.62,Hufflepuff
1354,22.0,Muggle Born,41.0,M,Magical Creatures,49.04,Apparition,140.09,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,45.85,Slytherine
